provider,label_provider_fraud_1_0,claims_30d,claims_90d,claims_365d,reimb_30d,reimb_90d,reimb_365d,avg_reimb_day_30d,unique_benes_30d,unique_benes_90d,unique_benes_365d,dx_distinct_30d,px_distinct_30d,deductible_share_30d,ip_claims_365,ip_avg_z_reimb_365,ip_max_z_reimb_365,ip_avg_z_los_365,ip_max_z_los_365,op_claims_365,op_avg_z_reimb_365,op_max_z_reimb_365,claims_total,dup_exact_claims,dup_near_total,upcoding_ip_claims,upcoding_op_claims,overcharge_z_claims,overcharge_iqr_claims
PRV52579,0,9,9,9,1060.00,1060.00,1060.00,132.5000000000000000,2,4,9,10,0,0.09433962264150943396,,,,,,9,-0.30833580097511265,0.2066372915405889,9,0,0,0,0,0,1
PRV52580,0,32,39,39,3880.00,7090.00,7090.00,129.3333333333333333,2,7,37,7,0,0.00000000000000000000,,,,,,39,0.04837256593085227,2.1580626866103545,39,0,0,0,0,0,4
PRV52581,0,31,108,142,13440.00,30950.00,40050.00,448.0000000000000000,8,21,133,19,0,0.000000000000000000000000,,,,,,137,-0.09996733043526661,0.28376717879705965,142,0,0,0,1,1,14
PRV52582,0,23,23,23,191020.00,191020.00,191020.00,8305.2173913043478261,2,7,23,5,0,0.10622971416605591038,19,0.02456572786262917,4.658682309627076,0.17113686637708903828,3.9217344189746543,4,-0.12096674068581777,0.30998207872384315,23,0,0,0,0,0,2
PRV52583,0,38,113,208,19010.00,104530.00,237790.00,704.0740740740740741,12,50,192,25,0,0.07038400841662283009,26,-0.17092100980097574,2.0970735158316987,0.02642280175383076786,3.2568097498011415,173,-0.16504010058231425,0.3412588069741003,208,0,0,0,0,0,19
PRV52584,0,35,54,54,22530.00,57460.00,57460.00,804.6428571428571429,3,10,51,8,0,0.05051043053706169552,3,0.7171863246236746,1.1031436225682705,1.59685480489936732359,4.6793143697733207,50,0.08148693193895742,2.174316782313325,54,0,0,0,0,0,5
PRV52586,0,1,1,1,300.00,300.00,300.00,300.0000000000000000,1,1,1,8,0,0.00000000000000000000,,,,,,1,-0.19911482655465715,-0.19911482655465715,1,0,0,0,0,0,0
PRV52587,0,35,109,137,10360.00,28330.00,38900.00,345.3333333333333333,13,25,68,36,0,0.00386100386100386100,,,,,,136,0.4504103097626111,6.299274913549772,137,0,0,0,1,1,13
PRV52588,0,34,50,50,141980.00,176620.00,176620.00,4895.8620689655172414,7,14,37,16,0,0.10531060712776447387,17,-0.07139999084246675,1.1394128253819569,-0.27175363383381257205,1.2346492790712906,33,-0.06513875102313181,0.7193705504088448,50,0,0,0,0,0,8
PRV52589,1,47,146,426,52360.00,206070.00,832920.00,1745.3333333333333333,31,91,368,89,7,0.12333842627960275019,81,-0.14018102815892397,3.9812428068984924,-0.07559378052431346608,1.9089938380926560,338,0.12803893205432051,0.6867004444307887,426,0,0,0,3,3,55
PRV52590,1,36,118,208,277250.00,741660.00,1227580.00,9560.3448275862068966,17,43,189,80,8,0.08121911632100991885,114,-0.005263297254455311,4.982016406500641,-0.12346613101093444043,3.7622093404231036,92,-0.18638883930285627,0.3057338164835782,208,0,0,1,1,3,17
PRV52591,0,33,46,46,9960.00,12510.00,12510.00,343.4482758620689655,4,6,45,12,0,0.02409638554216867470,,,,,,43,-0.15944796818728216,0.6016713647994069,46,0,0,0,1,1,4
PRV52592,0,19,19,19,59620.00,59620.00,59620.00,3507.0588235294117647,2,4,18,4,0,0.12539416303253941630,7,-0.2810551920522821,0.48766565294369124,0.08783215556857023482,2.3130399731534320,12,0.12060313971182768,1.8189486013389158,19,0,0,0,0,0,2
PRV52593,1,54,154,582,12550.00,34180.00,142020.00,418.3333333333333333,36,95,251,76,0,0.000000000000000000000000,,,,,,564,-0.11327667442597154,0.0936393719984699,582,0,0,0,3,3,71
PRV52596,0,2,2,2,400.00,400.00,400.00,400.0000000000000000,1,1,2,5,0,0.00000000000000000000,,,,,,2,-0.1765644984940124,0.1044923086975102,2,0,0,0,0,0,0
PRV52598,0,31,31,31,10490.00,10490.00,10490.00,374.6428571428571429,2,3,30,3,0,0.00285986653956148713,,,,,,29,0.21678483919744523,1.2330006332350185,31,0,0,0,0,0,6
PRV52599,0,34,118,272,10430.00,39250.00,87890.00,359.6551724137931034,18,45,144,44,0,0.01246404602109300096,,,,,,267,-0.005180233998936059,0.40297475339057814,272,0,0,0,1,1,42
PRV52602,0,32,79,79,29500.00,108520.00,108520.00,1017.2413793103448276,6,19,72,15,0,0.11200000000000000000,9,-0.04399621662480434,1.6326832247635752,-0.41943927842745429838,0.30879782759925967836,68,-0.016959497441917618,0.6360736500191994,79,0,0,0,0,0,9
PRV52604,0,7,7,7,3490.00,3490.00,3490.00,581.6666666666666667,3,4,7,7,0,0.00000000000000000000,,,,,,7,0.22323087423142698,2.9918759502894945,7,0,0,0,1,1,1
PRV52605,0,81,249,1000,26150.00,71020.00,253880.00,871.6666666666666667,72,172,400,169,0,0.00344168260038240918,,,,,,980,-0.13056021727943887,0.10708306696398052,1000,0,4,0,5,5,111
PRV52606,0,30,30,30,10020.00,10020.00,10020.00,371.1111111111111111,5,9,22,21,0,0.02395209580838323353,,,,,,30,-0.006352000732325912,0.5073658061433975,30,0,0,0,0,0,5
PRV52607,0,2,2,2,3400.00,3400.00,3400.00,1700.0000000000000000,1,1,2,1,0,0.00000000000000000000,,,,,,2,2.782968604412634,5.778265990722639,2,0,0,0,0,0,1
PRV52608,0,1,1,1,3000.00,3000.00,3000.00,3000.0000000000000000,1,1,1,7,0,0.35600000000000000000,1,-0.605092199260713,-0.605092199260713,-0.47019255620461917066,-0.47019255620461917066,,,,1,0,0,0,0,0,0
PRV52609,1,34,106,133,11510.00,65310.00,98690.00,396.8965517241379310,12,21,45,45,0,0.00695047784535186794,5,0.22250372545075575,0.8013924404107614,0.22595607062275763330,0.44264199310784981667,123,0.19136800012835575,1.2114035758395059,133,0,2,0,1,1,16
PRV52610,0,17,17,17,10040.00,10040.00,10040.00,590.5882352941176471,2,3,16,4,0,0.11932270916334661355,1,-0.639291532497292,-0.639291532497292,-0.80793199484031224498,-0.80793199484031224498,15,0.46961759763446703,2.9426177177189405,17,0,0,0,1,1,5
PRV52611,0,16,16,16,82760.00,82760.00,82760.00,5172.5000000000000000,3,4,16,17,3,0.11614306428226196230,9,0.0721438540314285,3.849947911963846,0.06920455754765011136,1.5933187833691912,7,0.04427421473612428,0.9158304296649682,16,0,0,0,0,1,2
PRV52614,0,34,113,156,5820.00,33740.00,42480.00,200.6896551724137931,8,23,94,35,0,0.00687285223367697595,,,,,,153,-0.1504218769794092,0.5424496475505662,156,2,2,0,0,0,19
PRV52615,0,9,9,9,18770.00,18770.00,18770.00,2085.5555555555555556,1,3,9,9,0,0.11379861481086840703,2,-0.1480431134370831,0.1116602331834533,-0.16161713877585236182,0.30124570492150268822,7,-0.24690072107397962,-0.00948458128244128,9,0,0,0,0,0,0
PRV52616,0,15,15,15,8640.00,8640.00,8640.00,617.1428571428571429,2,6,15,5,0,0.00000000000000000000,,,,,,15,0.6815024696860755,3.3803956163613558,15,0,0,0,0,0,4
PRV52617,0,36,123,238,70170.00,248750.00,407900.00,2339.0000000000000000,9,35,135,38,1,0.12275901382357132678,42,-0.29670620353075905,2.8766315106736546,0.07613164185961379146,2.6037818967345948,191,-0.007772370557771738,0.6328937796821668,238,0,0,0,0,0,27
PRV52621,0,33,45,45,130200.00,180280.00,180280.00,4340.0000000000000000,3,9,42,17,2,0.12427035330261136713,24,-0.12375179455672553,1.8210160785675489,-0.05630179005939875127,2.8025960451920280,20,-0.0789507899531544,0.9974075887392014,45,0,0,0,0,0,2
PRV52622,0,7,7,7,17010.00,17010.00,17010.00,2430.0000000000000000,1,2,7,1,0,0.25114638447971781305,4,-0.741447784482103,-0.2362954069158379,-0.89198289901867423247,-0.53402727794702406475,3,0.01482181687551537,0.77054410936947,7,0,0,0,0,0,1
PRV52623,0,37,121,235,22770.00,126750.00,202290.00,813.2142857142857143,11,38,124,38,0,0.09512516469038208169,10,0.19539487870857516,2.6314648243029324,0.14365881098062293359,2.6149879231388121,220,-0.07146846665459772,0.4598032898528245,235,0,0,0,1,1,29
PRV52626,0,3,3,3,560.00,560.00,560.00,186.6666666666666667,1,3,3,2,0,0.00000000000000000000,,,,,,3,-0.15803516312305443,-0.022622437204766643,3,0,0,0,0,0,0
PRV52627,0,5,5,5,46070.00,46070.00,46070.00,9214.0000000000000000,1,2,5,2,0,0.06954634252224875190,3,0.7270795529132069,3.3865615417861497,-0.74298418404765784170,-0.11409464313343679779,2,-0.37032241806824745,-0.313727665827335,5,0,0,1,0,0,1
PRV52628,1,132,456,2092,40700.00,130170.00,593330.00,1356.6666666666666667,130,400,1350,243,0,0.01154791154791154791,,,,,,2055,0.04763417237599412,0.26404205415783655,2098,0,0,0,8,8,269
PRV52629,0,33,61,61,8670.00,12320.00,12320.00,298.9655172413793103,7,12,58,15,0,0.00692041522491349481,,,,,,60,-0.1185640200557487,0.5339704776175344,61,0,0,0,0,0,7
PRV52630,1,46,134,434,140620.00,296200.00,873470.00,4687.3333333333333333,27,73,259,99,9,0.10796472763476034703,86,-0.04771351531513574,2.9621187938351055,-0.03092449180938550732,5.8808119041574555,338,0.12686258084172072,1.0171697940676667,434,0,0,0,2,2,44
PRV52631,0,89,275,1057,17200.00,73990.00,321750.00,573.3333333333333333,82,236,804,166,0,0.00872093023255813953,,,,,,1038,0.016551466519395222,0.20360094194499367,1057,0,0,0,6,6,153
PRV52633,0,46,133,379,8900.00,30860.00,100770.00,317.8571428571428571,33,73,224,72,0,0.03370786516853932584,,,,,,365,-0.026266494407585238,0.6443351545183007,379,0,0,0,2,2,42
PRV52634,0,32,87,87,161200.00,424950.00,424950.00,5373.3333333333333333,5,22,79,25,0,0.13913151364764267990,58,-0.368811930718491,1.0651042443400245,0.22201908892947337843,4.0528738674323414,29,-0.27379980186742453,0.31611887738110334,87,0,2,0,0,0,3
PRV52636,0,21,21,21,6820.00,6820.00,6820.00,324.7619047619047619,2,7,21,4,0,0.02346041055718475073,,,,,,19,0.17889573015613644,2.8869267406741246,21,0,0,0,0,0,4
PRV52638,0,1,1,1,400.00,400.00,400.00,400.0000000000000000,1,1,1,2,0,0.00000000000000000000,,,,,,1,0.3199249595674615,0.3199249595674615,1,0,0,0,0,0,0
PRV52639,0,32,37,37,7880.00,10150.00,10150.00,262.6666666666666667,2,6,33,3,0,0.00253807106598984772,,,,,,37,-0.027657107420381397,0.679599726178301,37,0,0,0,0,0,3
PRV52640,0,32,66,66,6100.00,11050.00,11050.00,210.3448275862068966,5,15,65,12,0,0.00000000000000000000,,,,,,64,-0.22658256197179266,0.6108012958399635,66,0,0,0,0,0,5
PRV52641,0,34,97,97,31510.00,186330.00,186330.00,1050.3333333333333333,9,15,91,36,0,0.10326880355442716598,21,-0.25330113878400845,1.508648694381426,-0.04495586352758851580,1.06077169447001081194,76,-0.04760319952459305,0.6215643007887292,97,0,0,0,0,0,10
PRV52642,1,44,138,436,74300.00,309670.00,1328240.00,2476.6666666666666667,17,74,261,68,5,0.14481830417227456258,143,-0.07891884702553742,4.436945950505951,0.07126367726324857602,4.7640054726327830,280,-0.06328322813807347,0.2048099031103741,436,0,0,0,1,2,43
PRV52643,0,11,11,11,5090.00,5090.00,5090.00,509.0000000000000000,1,2,11,1,0,0.00000000000000000000,,,,,,11,0.34998824063227907,1.8832481526552203,11,0,0,0,1,1,1
PRV52644,0,31,31,31,70530.00,70530.00,70530.00,2432.0689655172413793,2,6,29,10,1,0.13727491847440805331,9,-0.3135981544987827,0.5486043359247463,-0.27363070692110297214,0.54183513538283529954,20,-0.041403904272304726,0.5648797203779017,31,0,0,0,0,0,2
PRV52645,0,41,134,408,11130.00,24210.00,109630.00,383.7931034482758621,30,92,367,78,0,0.02246181491464510332,,,,,,397,-0.06981973146093995,0.5364657596165003,408,0,0,0,2,2,42
PRV52646,0,31,97,104,89990.00,243100.00,306310.00,2999.6666666666666667,12,23,87,31,1,0.10747860873430381153,34,-0.18934755319073324,2.04618423501215,-0.03540473208072021317,1.9287900743555627,70,-0.16070630502569777,0.5178034072791524,104,0,0,0,0,0,9
PRV52647,0,36,75,75,18630.00,71070.00,71070.00,642.4137931034482759,6,18,73,11,0,0.11465378421900161031,7,-0.1388033408994536,1.2067271274031757,-0.10080933824202619368,1.4379959858666950,64,0.14909265988942869,2.26722572979007,75,0,0,0,4,4,9
PRV52648,1,61,209,842,23570.00,68490.00,255250.00,785.6666666666666667,43,109,258,92,0,0.00254560882477725923,,,,,,818,-0.034052979210957256,0.20813782781268766,842,2,2,0,6,6,111
PRV52649,1,136,460,2154,30380.00,112260.00,600030.00,1012.6666666666666667,133,410,1421,236,0,0.01283739302172481896,,,,,,2100,0.008305245654905043,0.12744677567525906,2156,0,0,0,8,8,268
PRV52651,0,4,4,4,33090.00,33090.00,33090.00,8272.5000000000000000,1,3,4,2,2,0.09682683590208522212,3,0.46188724843792855,2.1303314370331994,-0.29123378253744216962,0.12819530670024952715,1,-0.38800632709514327,-0.38800632709514327,4,0,0,0,0,0,0
PRV52652,1,68,223,743,11830.00,41840.00,190560.00,394.3333333333333333,48,164,502,124,0,0.03212172442941673711,,,,,,723,-0.06558143415231378,0.14671397699439184,743,0,0,0,0,0,97
PRV52653,0,14,14,14,68950.00,68950.00,68950.00,5303.8461538461538462,2,4,13,5,0,0.06195794053662073967,4,1.0773227265559826,3.778974723402718,0.96533357822555768527,2.2311594604794349,10,-0.3778201406135068,-0.25766510005791526,14,0,0,0,0,0,1
PRV52654,0,38,108,177,149670.00,330960.00,483550.00,5161.0344827586206897,13,41,171,60,4,0.11417117658849468831,57,-0.19166185168510902,2.4900065951029347,-0.11317822435540342475,4.8972038210867457,116,0.025763701044900493,0.775330806333959,177,0,0,0,0,0,13
PRV52656,0,69,217,775,15710.00,59240.00,239770.00,523.6666666666666667,65,173,630,133,0,0.00891152132399745385,,,,,,756,0.15435807570720025,1.1188127899087046,775,0,0,0,5,5,117
PRV52657,0,34,103,121,8680.00,27120.00,29250.00,310.0000000000000000,8,24,61,19,0,0.00000000000000000000,,,,,,115,-0.10915349601700258,0.9208815305735798,121,0,0,0,0,0,13
PRV52658,0,30,39,39,7660.00,14840.00,14840.00,273.5714285714285714,3,8,36,9,0,0.01305483028720626632,,,,,,39,0.07054640392723678,0.8704587902289365,39,0,0,0,0,0,8
PRV52659,0,24,24,24,3310.00,3310.00,3310.00,157.6190476190476190,3,9,24,7,0,0.00604229607250755287,,,,,,24,-0.1897724069937364,0.6740437458278914,24,0,0,0,0,0,1
PRV52660,0,51,155,558,12210.00,33490.00,145400.00,407.0000000000000000,39,96,329,95,0,0.02866502866502866503,,,,,,544,-0.027835814914710752,0.4347515744362832,558,0,2,0,1,1,64
PRV52661,0,49,136,247,16550.00,46540.00,75690.00,551.6666666666666667,22,68,233,45,0,0.00906344410876132931,,,,,,243,0.1703198581742741,1.7603251330207899,247,0,0,0,1,1,38
PRV52662,0,19,19,19,12790.00,12790.00,12790.00,673.1578947368421053,4,6,18,13,1,0.16700547302580140735,2,-0.5091497594945785,-0.41597259055704155,-0.35042007902941258947,-0.07636017558561776708,17,-0.3165974882481216,-0.20556885630204,19,0,0,0,0,0,1
PRV52663,0,51,171,576,12160.00,43360.00,180650.00,405.3333333333333333,34,106,270,87,0,0.00082236842105263158,,,,,,558,-0.047943248325542004,0.23295474780137165,576,0,2,0,3,3,79
PRV52665,0,54,166,607,10720.00,35180.00,146130.00,357.3333333333333333,39,113,415,82,0,0.01865671641791044776,,,,,,590,-0.041842460514106415,0.6692379762850683,607,2,2,0,0,0,77
PRV52666,0,31,39,39,8030.00,8930.00,8930.00,267.6666666666666667,5,11,38,6,0,0.00000000000000000000,,,,,,39,-0.16769806547581353,0.6809903811883758,39,0,0,0,0,0,6
PRV52667,0,3,3,3,150.00,150.00,150.00,50.0000000000000000,1,1,3,1,0,0.00000000000000000000,,,,,,3,-0.3538030852092651,-0.2528883354693566,3,0,0,0,0,0,0
PRV52668,0,7,7,7,1850.00,1850.00,1850.00,264.2857142857142857,2,2,6,4,0,0.00000000000000000000,,,,,,7,-0.05122111729442068,0.6645512218757184,7,0,0,0,0,0,1
PRV52669,0,1,1,1,300.00,300.00,300.00,300.0000000000000000,1,1,1,1,0,0.00000000000000000000,,,,,,1,0.09156002838597606,0.09156002838597606,1,0,0,0,0,0,0
PRV52670,0,13,13,13,760.00,760.00,760.00,69.0909090909090909,3,5,13,6,0,0.13157894736842105263,,,,,,12,-0.44995132639344265,-0.3505255783776161,13,0,0,0,0,0,0
PRV52671,0,2,2,2,240.00,240.00,240.00,120.0000000000000000,1,2,2,4,0,0.00000000000000000000,,,,,,2,-0.3360822334634386,-0.2752086493894106,2,0,0,0,0,0,0
PRV52672,0,3,3,3,390.00,390.00,390.00,130.0000000000000000,1,2,2,4,0,0.00000000000000000000,,,,,,3,-0.233994286726521,0.09156002838597606,3,0,0,0,0,0,0
PRV52673,0,32,87,87,5490.00,19470.00,19470.00,196.0714285714285714,7,16,52,19,0,0.02732240437158469945,,,,,,87,-0.11790973464044997,0.7184492065828141,87,0,0,0,0,0,10
PRV52674,0,3,3,3,730.00,730.00,730.00,365.0000000000000000,1,1,3,2,0,0.00000000000000000000,,,,,,2,-0.5099937746305176,-0.457621305685535,3,0,0,0,0,0,0
PRV52676,0,32,39,39,7360.00,9800.00,9800.00,245.3333333333333333,4,14,34,6,0,0.00543478260869565217,,,,,,36,-0.1716840654726756,1.000934428905371,39,0,0,0,0,0,2
PRV52677,0,2,2,2,140.00,140.00,140.00,70.0000000000000000,1,1,2,2,0,0.00000000000000000000,,,,,,2,-0.4336793133314404,-0.4336793133314404,2,0,0,0,0,0,0
PRV52678,0,32,74,74,9610.00,24930.00,24930.00,320.3333333333333333,3,14,50,10,0,0.00728407908428720083,,,,,,71,0.123260243557828,1.9397366002509238,74,0,0,0,0,0,13
PRV52679,0,32,53,53,9780.00,16100.00,16100.00,326.0000000000000000,4,8,36,12,0,0.00000000000000000000,,,,,,52,0.15996284989754544,0.9610938025378992,53,0,0,0,1,1,9
PRV52681,0,3,3,3,460.00,460.00,460.00,153.3333333333333333,1,1,3,1,0,0.00000000000000000000,,,,,,3,-0.21512639591842578,-0.13680490279550933,3,0,0,0,0,0,0
PRV52683,0,36,105,131,9800.00,28730.00,33240.00,326.6666666666666667,14,25,66,42,0,0.00612244897959183673,,,,,,127,0.1484581717072914,0.819595779761211,131,0,0,0,0,0,17
PRV52684,0,38,124,210,6600.00,81240.00,130040.00,220.0000000000000000,14,33,107,50,0,0.04848484848484848485,4,0.30181909018392034,2.569165711669849,-0.26353133834506139209,0.09467424202735386858,203,0.0212664848990589,0.5944013861960301,210,0,0,0,1,1,28
PRV52686,0,9,9,9,1120.00,1120.00,1120.00,140.0000000000000000,2,3,8,4,0,0.00000000000000000000,,,,,,9,-0.27721069404042803,-0.21292654652267118,9,0,0,0,0,0,0
PRV52687,0,31,41,41,49740.00,61920.00,61920.00,1715.1724137931034483,4,5,25,22,0,0.10735826296743063932,6,0.42494854140954513,1.9855074940103976,-0.03924296149555356994,1.03614234468261098998,35,-0.2468000892629518,0.24023466698031085,41,0,0,0,0,0,4
PRV52688,0,31,59,59,15930.00,115670.00,115670.00,531.0000000000000000,7,13,30,19,0,0.07645951035781544256,6,0.2517139735912467,1.6050866758146767,-0.21637206458847766796,0.58264260550627766116,52,-0.004200051535072037,1.338077781342879,59,0,0,0,0,0,8
PRV52689,0,12,12,12,1330.00,1330.00,1330.00,133.0000000000000000,1,3,12,5,0,0.07518796992481203008,,,,,,12,-0.2701113990750788,-0.13680490279550933,12,0,0,0,0,0,0
PRV52690,1,36,107,117,12970.00,50370.00,52510.00,432.3333333333333333,10,18,37,24,0,0.01850424055512721665,,,,,,111,0.28125227164952904,1.9228993083573722,117,0,0,0,0,0,25
PRV52691,0,17,17,17,22380.00,22380.00,22380.00,1316.4705882352941176,1,3,15,1,0,0.14807864164432529044,3,0.16128147750679203,1.5711784080791544,0.01284248194858661857,0.68648537537365596757,14,-0.25532803792680653,0.2946656377524495,17,0,0,0,0,0,3
PRV52692,0,31,36,36,8490.00,9640.00,9640.00,283.0000000000000000,3,7,18,4,0,0.03180212014134275618,,,,,,35,-0.12940073191872598,0.2840390418103709,36,0,0,0,0,0,6
PRV52693,0,8,8,8,3920.00,3920.00,3920.00,490.0000000000000000,1,3,8,2,0,0.00000000000000000000,,,,,,8,0.5040159573177856,2.766312908833853,8,0,0,0,0,0,2
PRV52694,0,2,2,2,110.00,110.00,110.00,55.0000000000000000,1,2,2,3,0,0.00000000000000000000,,,,,,2,-0.4158855051271184,-0.36516983397699476,2,0,0,0,0,0,0
PRV52695,0,5,5,5,200.00,200.00,200.00,40.0000000000000000,2,3,5,8,0,0.00000000000000000000,,,,,,5,-0.4335325837707344,-0.34076736820865877,5,0,0,0,0,0,0
PRV52696,0,3,3,3,96000.00,96000.00,96000.00,32000.000000000000,1,2,3,9,3,0.03337500000000000000,3,1.8619954550766467,3.812546894178712,0.45744792841994513587,1.6494160173119753,,,,3,0,0,0,0,0,2
PRV52697,0,5,5,5,650.00,650.00,650.00,130.0000000000000000,1,1,5,3,0,0.00000000000000000000,,,,,,5,-0.21769862520041178,-0.009531014037442732,5,0,0,0,0,0,0
PRV52698,0,35,110,123,7330.00,37630.00,41770.00,244.3333333333333333,3,21,56,7,0,0.02455661664392905866,1,-0.39301106614572184,-0.39301106614572184,-0.60696241033881094421,-0.60696241033881094421,121,-0.07887758928331606,0.5435325149101776,123,0,0,0,1,1,17
PRV52699,0,12,12,12,13150.00,13150.00,13150.00,1095.8333333333333333,2,4,11,9,0,0.08121673003802281369,1,-0.07009303394588376,-0.07009303394588376,-0.48461984610116916855,-0.48461984610116916855,10,-0.05949569859782892,1.590234746177644,12,0,0,0,0,0,1
PRV52700,0,30,30,30,12300.00,12300.00,12300.00,424.1379310344827586,1,4,16,0,0,0.00813008130081300813,,,,,,29,0.03169651756786472,0.6907382874118564,30,0,0,0,0,0,5
PRV52701,0,34,96,96,3970.00,25610.00,25610.00,132.3333333333333333,13,19,55,39,0,0.08312342569269521411,,,,,,93,-0.12227965215942735,0.6789034515252105,96,0,2,0,1,1,11
PRV52702,0,28,28,28,6750.00,6750.00,6750.00,270.0000000000000000,4,12,24,14,0,0.00592592592592592593,,,,,,27,-0.10521141622650805,0.43410742515820416,28,0,0,0,0,0,4
PRV52703,0,4,4,4,2700.00,2700.00,2700.00,675.0000000000000000,2,2,4,7,0,0.07037037037037037037,,,,,,4,0.5137697212100845,2.1468444090193444,4,0,0,0,0,0,1
PRV52704,0,40,116,159,6520.00,35660.00,51790.00,232.8571428571428571,10,25,73,25,0,0.04141104294478527607,,,,,,157,-0.019851292473637525,0.713151700859571,159,0,0,0,1,1,24
PRV52706,0,26,26,26,33190.00,33190.00,33190.00,1382.9166666666666667,3,7,25,11,1,0.06435673395601084664,2,0.6845917888455344,1.840187070878528,2.29975237144732494992,5.2049438835835568,23,0.14676820638116922,1.9534861631984872,26,0,0,0,0,0,5
PRV52708,0,30,31,31,40330.00,40400.00,40400.00,1390.6896551724137931,5,5,12,15,0,0.13414331762955616167,5,-0.48897944802408205,0.06358693695776516,-0.27062140213634743397,0.39630551153303145184,25,-0.01486069618399378,0.8705897115264498,31,0,0,0,1,1,3
PRV52709,0,13,13,13,2220.00,2220.00,2220.00,170.7692307692307692,2,2,4,6,0,0.00000000000000000000,,,,,,13,-0.06582980313797585,1.433445662001733,13,0,0,0,0,0,1
PRV52710,0,28,28,28,4410.00,4410.00,4410.00,157.5000000000000000,3,8,26,2,0,0.00226757369614512472,,,,,,26,-0.22766681642451705,0.04753716498447208,28,0,0,0,0,0,1
PRV52711,0,28,28,28,9110.00,9110.00,9110.00,325.3571428571428571,2,4,18,4,0,0.00000000000000000000,,,,,,28,0.18008487096559356,2.267021955034283,28,0,0,0,0,0,5
PRV52713,0,34,60,60,9320.00,14260.00,14260.00,321.3793103448275862,4,10,21,10,0,0.00858369098712446352,,,,,,59,-0.013531857728753361,0.8892076220771465,60,0,0,0,0,0,9
PRV52714,0,5,5,5,710.00,710.00,710.00,142.0000000000000000,3,3,5,8,0,0.00000000000000000000,,,,,,5,-0.19215648389399453,0.30998207872384315,5,0,0,0,0,0,1
PRV52715,0,3,3,3,200.00,200.00,200.00,66.6666666666666667,1,1,3,1,0,0.00000000000000000000,,,,,,3,-0.30170695692348637,-0.2528883354693566,3,0,0,0,0,0,0
PRV52717,0,33,109,129,42700.00,162230.00,211130.00,1472.4137931034482759,6,21,86,24,2,0.15007025761124121780,20,-0.1649069092722161,2.453519023135424,-0.16753860411635949845,1.7169832799767776,105,-0.08475325287368995,0.5206170389146231,129,0,0,0,1,1,15
PRV52719,0,33,63,63,3770.00,10840.00,10840.00,139.6296296296296296,9,16,33,14,0,0.08222811671087533156,,,,,,63,-0.0872616805929973,1.0951734576150929,63,0,0,0,0,0,5
PRV52720,0,34,50,50,8580.00,15050.00,15050.00,306.4285714285714286,3,7,23,7,0,0.00466200466200466200,,,,,,47,-0.12058770033396352,0.6350180569746863,50,0,0,0,0,0,7
PRV52721,0,7,7,7,1810.00,1810.00,1810.00,301.6666666666666667,1,2,7,6,0,0.00000000000000000000,,,,,,7,0.6189044569942065,2.6035742713823153,7,0,0,0,0,0,1
PRV52722,0,40,121,283,30010.00,60320.00,147380.00,1034.8275862068965517,21,41,119,42,0,0.07250916361212929024,9,-0.12657512409803295,0.7500775204690138,-0.05214636557277532569,1.1467806056448640,272,-0.10796259707789231,0.31832937684824003,283,0,0,0,3,3,34
PRV52723,0,39,117,181,75090.00,140850.00,219760.00,2503.0000000000000000,14,33,93,51,1,0.04266879744306831802,18,-0.09262997634708928,3.0786470373262134,0.39178687924282214241,3.6271354759649442,160,0.3221563187081988,4.1154735499540065,181,0,0,0,2,2,23
PRV52724,0,24,24,24,5040.00,5040.00,5040.00,210.0000000000000000,3,6,17,6,0,0.00000000000000000000,,,,,,23,0.31447634902757804,4.777975722923526,24,0,0,0,0,0,2
PRV52725,0,32,42,42,15990.00,18850.00,18850.00,592.2222222222222222,5,11,40,12,0,0.00062539086929330832,,,,,,40,-0.12033142607591683,0.9711289995571599,42,0,0,0,0,0,4
PRV52726,0,2,2,2,380.00,380.00,380.00,190.0000000000000000,1,1,2,4,0,0.00000000000000000000,,,,,,1,-0.09756321436201783,-0.09756321436201783,2,0,0,0,0,0,0
PRV52727,0,12,12,12,2650.00,2650.00,2650.00,240.9090909090909091,2,3,10,5,0,0.01886792452830188679,,,,,,12,-0.24494789626867722,0.19204059810582963,12,0,0,0,0,0,1
PRV52728,0,15,15,15,3140.00,3140.00,3140.00,224.2857142857142857,2,4,12,2,0,0.00000000000000000000,,,,,,14,-0.05650897948812968,0.4114539957349077,15,0,0,0,0,0,2
PRV52729,0,2,2,2,500.00,500.00,500.00,250.0000000000000000,1,1,2,3,0,0.00000000000000000000,,,,,,2,0.007912165381901037,0.3199249595674615,2,0,0,0,0,0,0
PRV52731,0,23,23,23,4410.00,4410.00,4410.00,191.7391304347826087,3,4,13,7,0,0.02494331065759637188,,,,,,22,0.025378620177840587,2.0880237250580587,23,0,0,0,0,0,1
PRV52732,0,10,10,10,2490.00,2490.00,2490.00,249.0000000000000000,2,2,6,5,0,0.00000000000000000000,,,,,,10,0.008413305565169013,1.9534861631984872,10,0,0,0,0,0,1
PRV52733,0,1,1,1,30.00,30.00,30.00,30.0000000000000000,1,1,1,3,0,0.00000000000000000000,,,,,,1,-0.41156510262097235,-0.41156510262097235,1,0,0,0,0,0,0
PRV52736,0,1,1,1,50.00,50.00,50.00,50.0000000000000000,1,1,1,3,0,0.00000000000000000000,,,,,,1,-0.3808609672445972,-0.3808609672445972,1,0,0,0,0,0,0
